Body
Date,Weight,BMI,Fat
"2019-12-01","157.43","20.77","19.172"
"2019-12-02","157.25","20.75","19.172"
"2019-12-03","157.07","20.73","19.172"
"2019-12-04","156.9","20.71","19.172"
"2019-12-05","156.72","20.68","19.172"
"2019-12-06","156.28","20.62","19.172"
"2019-12-07","155.84","20.57","19.172"
"2019-12-08","155.4","20.51","19.172"
"2019-12-09","154.96","20.45","19.172"
"2019-12-10","154.52","20.39","19.172"
"2019-12-11","154.08","20.33","19.172"
"2019-12-12","153.64","20.27","19.172"
"2019-12-13","154.48","20.39","19.172"
"2019-12-14","155.32","20.5","19.172"
"2019-12-15","156.17","20.61","19.172"
"2019-12-16","156.34","20.63","19.172"
"2019-12-17","156.51","20.65","19.172"
"2019-12-18","156.68","20.68","19.172"
"2019-12-19","156.85","20.7","19.172"
"2019-12-20","157.02","20.72","19.172"
"2019-12-21","157.19","20.74","19.172"
"2019-12-22","157.36","20.77","19.172"
"2019-12-23","157.53","20.79","19.172"
"2019-12-24","157.7","20.81","19.172"
"2019-12-25","157.87","20.83","19.172"
"2019-12-26","158.04","20.86","19.172"
"2019-12-27","158.21","20.88","19.172"
"2019-12-28","158.38","20.9","19.172"
"2019-12-29","158.55","20.92","19.172"
"2019-12-30","158.72","20.95","19.172"
"2019-12-31","158.89","20.97","19.172"

Foods
Date,Calories In
"2019-12-01","0"
"2019-12-02","4,352"
"2019-12-03","3,077"
"2019-12-04","5,309"
"2019-12-05","2,886"
"2019-12-06","5,650"
"2019-12-07","3,514"
"2019-12-08","0"
"2019-12-09","2,280"
"2019-12-10","3,911"
"2019-12-11","3,179"
"2019-12-12","2,915"
"2019-12-13","3,048"
"2019-12-14","3,077"
"2019-12-15","2,790"
"2019-12-16","3,611"
"2019-12-17","5,079"
"2019-12-18","4,117"
"2019-12-19","1,380"
"2019-12-20","1,680"
"2019-12-21","1,682"
"2019-12-22","0"
"2019-12-23","0"
"2019-12-24","0"
"2019-12-25","0"
"2019-12-26","0"
"2019-12-27","0"
"2019-12-28","0"
"2019-12-29","1,010"
"2019-12-30","3,203"
"2019-12-31","1,891"

Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2019-12-01","2,480","5,684","2.72","2","922","178","7","3","805"
"2019-12-02","3,560","16,407","7.87","9","711","287","47","68","2,067"
"2019-12-03","4,297","29,985","16.62","239","600","204","76","161","2,942"
"2019-12-04","3,900","22,665","10.83","32","992","246","67","135","2,540"
"2019-12-05","3,484","18,177","8.68","31","730","194","58","95","1,982"
"2019-12-06","2,839","8,522","4.07","9","539","236","17","23","1,230"
"2019-12-07","3,272","10,299","5","33","752","364","17","18","1,854"
"2019-12-08","2,712","6,915","3.3","19","877","196","15","17","1,045"
"2019-12-09","3,066","12,034","5.73","23","656","224","18","63","1,570"
"2019-12-10","2,986","13,364","6.39","12","711","154","34","71","1,418"
"2019-12-11","3,610","19,745","9.56","24","656","145","22","158","2,097"
"2019-12-12","3,368","13,971","6.62","21","653","288","28","67","1,937"
"2019-12-13","2,289","2,574","1.23","5","862","148","0","0","585"
"2019-12-14","3,491","17,140","8.19","7","676","154","36","122","1,869"
"2019-12-15","3,175","13,905","6.64","16","650","169","19","89","1,576"
"2019-12-16","3,056","11,560","5.52","16","733","237","5","58","1,523"
"2019-12-17","2,540","5,563","2.66","9","668","164","14","12","904"
"2019-12-18","3,017","11,291","5.36","23","686","247","15","47","1,492"
"2019-12-19","2,664","7,592","3.63","28","689","207","19","18","1,112"
"2019-12-20","2,889","9,639","4.59","3","967","314","16","2","1,402"
"2019-12-21","4,380","29,369","14.97","30","545","235","63","185","3,071"
"2019-12-22","2,604","5,233","2.5","0","737","259","8","0","1,023"
"2019-12-23","2,796","10,165","4.86","2","773","129","23","60","1,162"
"2019-12-24","3,136","13,318","6.36","12","735","169","32","79","1,531"
"2019-12-25","2,374","3,169","1.51","1","1,256","184","0","0","723"
"2019-12-26","3,470","17,561","8.39","14","603","201","20","120","1,952"
"2019-12-27","2,819","9,858","4.71","4","1,211","152","22","55","1,177"
"2019-12-28","3,180","9,454","4.52","5","648","351","14","7","1,663"
"2019-12-29","3,163","13,918","6.65","13","753","207","7","89","1,608"
"2019-12-30","3,423","14,022","6.73","2","577","284","57","34","1,934"
"2019-12-31","4,228","25,796","13.08","12","554","193","64","178","2,790"

Sleep
Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
"2019-12-30 10:59PM","2019-12-31 6:30AM","419","32","27","451","112","223","84"
"2019-12-29 10:20PM","2019-12-30 6:28AM","425","63","30","488","54","272","99"
"2019-12-29 2:56AM","2019-12-29 9:20AM","330","54","18","384","102","146","82"
"2019-12-28 8:06AM","2019-12-28 11:25AM","166","33","15","199","8","117","41"
"2019-12-28 1:38AM","2019-12-28 5:18AM","197","23","16","220","56","100","41"
"2019-12-25 11:47PM","2019-12-26 8:03AM","433","63","33","496","88","252","93"
"2019-12-24 1:11AM","2019-12-24 8:16AM","374","51","33","425","94","224","56"
"2019-12-23 5:13AM","2019-12-23 12:48PM","392","63","33","455","91","219","82"
"2019-12-21 11:35PM","2019-12-22 6:51AM","404","32","28","436","88","249","67"
"2019-12-20 11:37PM","2019-12-21 6:29AM","360","52","26","412","62","202","96"
"2019-12-20 5:46AM","2019-12-20 8:07AM","129","8","1","141","N/A","N/A","N/A"
"2019-12-19 12:54AM","2019-12-19 9:21AM","450","57","32","507","86","297","67"
"2019-12-18 12:42AM","2019-12-18 8:07AM","391","54","33","445","79","241","71"
"2019-12-17 3:53PM","2019-12-17 5:27PM","87","7","1","94","N/A","N/A","N/A"
"2019-12-16 11:07PM","2019-12-17 7:15AM","417","71","25","488","88","247","82"
"2019-12-16 1:42AM","2019-12-16 8:29AM","356","51","29","407","63","222","71"
"2019-12-15 12:16AM","2019-12-15 8:49AM","462","51","31","513","119","257","86"
"2019-12-13 9:33PM","2019-12-14 5:05AM","389","63","31","452","62","250","77"
"2019-12-13 12:44AM","2019-12-13 7:54AM","381","49","31","430","87","226","68"
"2019-12-12 1:00AM","2019-12-12 7:44AM","364","40","27","404","73","219","72"
"2019-12-11 12:38AM","2019-12-11 8:17AM","421","38","26","459","132","212","77"
"2019-12-10 12:48AM","2019-12-10 8:38AM","435","35","24","470","110","255","70"
"2019-12-08 11:37PM","2019-12-09 7:36AM","424","55","25","479","95","241","88"
"2019-12-08 1:53AM","2019-12-08 7:28AM","277","58","20","335","53","159","65"
"2019-12-07 1:27AM","2019-12-07 6:16AM","250","39","19","289","51","124","75"
"2019-12-05 10:42PM","2019-12-06 9:07AM","545","80","43","625","113","346","86"
"2019-12-05 12:12AM","2019-12-05 6:15AM","321","42","23","363","79","180","62"
"2019-12-02 11:37PM","2019-12-03 6:16AM","350","49","25","399","78","179","93"
"2019-12-02 4:34AM","2019-12-02 10:01AM","276","51","16","327","60","147","69"
"2019-12-01 1:23AM","2019-12-01 6:53AM","279","51","22","330","52","146","81"

Food Log 20191201
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20191202
Meal,Food,Calories
"Morning Snack"
"","Turkey Thigh, Roasted","492"
"","Turkey Drumstick","460"
"Lunch"
"","Turkey Wing","149"
"","Turkey Drumstick","460"
"Dinner"
"","Bacon, Thick Sliced Deli","135"
"","Butter","275"
"","Ribeye Steak","2,240"
"","Claw Crab Meat","141"
"Daily Totals"
"","Calories","4,352"
"","Fat","309 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","3,384 mg"
"","Protein","378 g"
"","Water","0 fl oz"

Food Log 20191203
Meal,Food,Calories
"Afternoon Snack"
"","Pork Rinds, Original","400"
"Dinner"
"","New Zealand Lamb Patties","518"
"","Bacon, Thick Sliced Deli","451"
"","Cod, Fillet, Dinner Cut","216"
"","Ribeye Steak","1,120"
"","Claw Crab Meat","152"
"","Butter","220"
"Daily Totals"
"","Calories","3,077"
"","Fat","209 g"
"","Fiber","0 g"
"","Carbs","11 g"
"","Sodium","3,647 mg"
"","Protein","282 g"
"","Water","0 fl oz"

Food Log 20191204
Meal,Food,Calories
"Lunch"
"","Lamb Chops","795"
"","Ribeye Steak","1,080"
"","Butter","275"
"","Bacon, Thick Sliced Deli","270"
"","Claw Crab Meat","131"
"","Cod, Fillet, Dinner Cut","154"
"Dinner"
"","Bacon, Thick Sliced Deli","135"
"","Butter","220"
"","Lamb Chops","390"
"","Ribeye Steak","1,120"
"","Pork Loin Chops, Thick","390"
"","Cod, Fillet, Dinner Cut","349"
"Daily Totals"
"","Calories","5,309"
"","Fat","366 g"
"","Fiber","0 g"
"","Carbs","20 g"
"","Sodium","4,463 mg"
"","Protein","462 g"
"","Water","0 fl oz"

Food Log 20191205
Meal,Food,Calories
"Lunch"
"","Lamb, Aus, Sirloin Chops, Broiled, Slf","1,327"
"","Ribeye Steak","1,120"
"","Pork Loin Chops, Thick","439"
"Daily Totals"
"","Calories","2,886"
"","Fat","188 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","1,281 mg"
"","Protein","290 g"
"","Water","0 fl oz"

Food Log 20191206
Meal,Food,Calories
"Breakfast"
"","Ribeye Steak","1,120"
"","Butter","192"
"","Lamb, Aus, Sirloin Chops, Broiled, Slf","1,327"
"","Claw Crab Meat","261"
"Dinner"
"","Lamb Chops","560"
"","Ribeye Steak","1,120"
"","Claw Crab Meat","261"
"","Bacon, Thick Sliced Deli","270"
"","Cod, Fillet, Dinner Cut","154"
"","Butter","385"
"Daily Totals"
"","Calories","5,650"
"","Fat","399 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","4,572 mg"
"","Protein","479 g"
"","Water","0 fl oz"

Food Log 20191207
Meal,Food,Calories
"Lunch"
"","Butter","385"
"","Ribeye Steak","2,240"
"","Cod, Fillet, Dinner Cut","349"
"","Bacon, Thick Sliced Deli","540"
"Daily Totals"
"","Calories","3,514"
"","Fat","273 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","2,504 mg"
"","Protein","251 g"
"","Water","0 fl oz"

Food Log 20191208
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20191209
Meal,Food,Calories
"Lunch"
"","Lamb Chops","420"
"","Bacon, Thick Sliced Deli","180"
"","Pork Chops","560"
"","Ribeye Steak","1,120"
"Daily Totals"
"","Calories","2,280"
"","Fat","154 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","1,850 mg"
"","Protein","209 g"
"","Water","0 fl oz"

Food Log 20191210
Meal,Food,Calories
"Breakfast"
"","Pork Chops","560"
"","Ribeye Steak","960"
"Afternoon Snack"
"","Fried Pork Skins, Original","560"
"Dinner"
"","Lamb Chops","420"
"","Lump Crab Meat","115"
"","Bacon, Thick Sliced Deli","180"
"","Butter","220"
"","Ribeye Steak","896"
"Daily Totals"
"","Calories","3,911"
"","Fat","282 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","4,032 mg"
"","Protein","337 g"
"","Water","0 fl oz"

Food Log 20191211
Meal,Food,Calories
"Lunch"
"","Ribeye Steak","1,120"
"","Lump Crab Meat","115"
"","Butter","165"
"","Lamb Chops","280"
"","Bacon, Thick Sliced Deli","180"
"Dinner"
"","Buffalo Wings (medium)","920"
"","Bacon","70"
"","Cheese, Sharp Cheddar Slices","109"
"","Burger Patty","220"
"Daily Totals"
"","Calories","3,179"
"","Fat","232 g"
"","Fiber","0 g"
"","Carbs","2 g"
"","Sodium","4,512 mg"
"","Protein","262 g"
"","Water","0 fl oz"

Food Log 20191212
Meal,Food,Calories
"Breakfast"
"","Buffalo Wings (medium)","345"
"Lunch"
"","Gluten Free Spaghetti","350"
"","Butter","55"
"Afternoon Snack"
"","Apple","80"
"After Dinner"
"","Lamb Shoulder, Blade, Braised","1,067"
"","Lamb Loin, Roasted, Slo","778"
"","Pork Rinds","240"
"Daily Totals"
"","Calories","2,915"
"","Fat","156 g"
"","Fiber","6 g"
"","Carbs","101 g"
"","Sodium","2,019 mg"
"","Protein","263 g"
"","Water","0 fl oz"

Food Log 20191213
Meal,Food,Calories
"Dinner"
"","Butter","330"
"","Ribeye Steak","1,120"
"","Lamb, Aus, Sirloin Chops, Broiled, Slo","848"
"","Claw Crab Meat","261"
"","Bacon, Thick Sliced Deli","135"
"","Bacon, Thick Sliced Deli","180"
"","Lump Crab Meat","174"
"Daily Totals"
"","Calories","3,048"
"","Fat","196 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","2,988 mg"
"","Protein","298 g"
"","Water","0 fl oz"

Food Log 20191214
Meal,Food,Calories
"Breakfast"
"","Barilla Gluten-Free Spaghetti","516"
"","Bacon, Thick Sliced Deli","180"
"","Butter","165"
"Morning Snack"
"","Apple","80"
"Lunch"
"","Lamb Chops","280"
"","Lamb, Tenderloin & Striploin, Trimmed","242"
"","Claw Crab Meat","174"
"","Butter","165"
"","Bacon, Thick Sliced Deli","315"
"","Ribeye Steak","960"
"Daily Totals"
"","Calories","3,077"
"","Fat","190 g"
"","Fiber","10 g"
"","Carbs","141 g"
"","Sodium","3,200 mg"
"","Protein","193 g"
"","Water","0 fl oz"

Food Log 20191215
Meal,Food,Calories
"Lunch"
"","Claw Crab Meat","87"
"","Butter","165"
"","Ribeye Steak","1,120"
"","Bacon, Thick Sliced Deli","360"
"","Lump Crab Meat","99"
"","Lamb Loin Chops","959"
"Daily Totals"
"","Calories","2,790"
"","Fat","204 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","2,545 mg"
"","Protein","302 g"
"","Water","0 fl oz"

Food Log 20191216
Meal,Food,Calories
"Breakfast"
"","Bacon, Thick Sliced Deli","180"
"","Butter","165"
"","Barilla Gluten-Free Spaghetti","594"
"","Basil Pesto Sauce","48"
"Morning Snack"
"","Apple","80"
"Lunch"
"","Lamb Loin Chops","799"
"","Lump Crab Meat","165"
"","Butter","165"
"","Ribeye Steak","1,280"
"","Bacon, Thick Sliced Deli","135"
"Daily Totals"
"","Calories","3,611"
"","Fat","228 g"
"","Fiber","11 g"
"","Carbs","160 g"
"","Sodium","2,618 mg"
"","Protein","292 g"
"","Water","0 fl oz"

Food Log 20191217
Meal,Food,Calories
"Breakfast"
"","Bacon, Thick Sliced Deli","270"
"","Lamb Rib, Broiled, Slo","690"
"Lunch"
"","Claw Crab Meat","131"
"","Butter","275"
"","Bacon, Thick Sliced Deli","180"
"","Lump Crab Meat","82"
"","Ribeye Steak","1,120"
"","Lamb Rib, Broiled, Slo","690"
"Dinner"
