challenge_id,type,type_composite,start,end,achievement_type
383dcd37-769c-11e8-959e-0cc47aa418e5,WEEKEND,WEEKEND,2018-06-23T04:00:00.000+00:00,2018-06-25T04:00:00.000+00:00,PERSONAL_RECORD
