challenge_id,type,type_composite,start,end,achievement_type
43165359-c1a5-11e6-8200-0cc47aa52fb9,GOAL_DAY,GOAL_DAY,2016-12-14T05:00:00.000+00:00,2016-12-15T04:59:59.999+00:00,
