challenge_id,type,type_composite,start,end,achievement_type
3edb073e-c730-11e9-9542-0cc47aa526e9,GOAL_DAY,GOAL_DAY,2019-08-25T04:00:00.000+00:00,2019-08-26T03:59:59.999+00:00,WINNER
