challenge_id,type,type_composite,start,end,achievement_type
579ff919-12f5-11e9-8c1d-0cc47aa425b1,WORK_WEEK,WORK_WEEK,2019-01-07T05:00:00.000+00:00,2019-01-12T05:00:00.000+00:00,
