challenge_id,type,type_composite,start,end,achievement_type
3aa4288e-c1a5-11e6-9613-0cc47aa41cd9,TODAY,TODAY,2016-12-13T05:00:00.000+00:00,2016-12-14T05:00:00.000+00:00,
