challenge_id,type,type_composite,start,end,achievement_type
50c823d1-3ab3-11e7-935f-0cc47aa53475,GOAL_DAY,GOAL_DAY:fitbit_goal_day_2017,2017-05-20T04:00:00.000+00:00,2017-05-21T03:59:59.999+00:00,
