message_id,challenge_id,sender_user_id,type,wall,sent,updated,comment,cheer_count
9d32a528-1428-11e9-9d3d-0cc47aa526f9,579ff919-12f5-11e9-8c1d-0cc47aa425b1,37923L,TALK,579ff919-12f5-11e9-8c1d-0cc47aa425b1,2019-01-09T16:07:08.010+00:00,2019-01-10T08:12:35.343+00:00,WHAT?,1
