challenge_id,type,type_composite,start,end,achievement_type
da634cf5-71da-11e8-9631-0cc47aa52795,WORK_WEEK,WORK_WEEK,2018-06-18T04:00:00.000+00:00,2018-06-23T04:00:00.000+00:00,WINNER
