challenge_id,type,type_composite,start,end,achievement_type
54e0f534-d256-11e9-8bd2-0cc47aa41ee5,WORK_WEEK,WORK_WEEK,2019-09-09T04:00:00.000+00:00,2019-09-14T04:00:00.000+00:00,WINNER
