challenge_id,type,type_composite,start,end,achievement_type
d1bc9943-d268-11e8-a0b0-0cc47aa51805,WORK_WEEK,WORK_WEEK,2018-10-15T04:00:00.000+00:00,2018-10-20T04:00:00.000+00:00,
