challenge_id,type,type_composite,start,end,achievement_type
34547022-d256-11e9-bd09-0cc47a62fee9,WORK_WEEK,WORK_WEEK,2019-09-09T04:00:00.000+00:00,2019-09-14T04:00:00.000+00:00,PERSONAL_RECORD
