challenge_id,type,type_composite,start,end,achievement_type
36e5aa0d-ccc3-11e8-bd9a-0cc47aa527a1,WEEKEND,WEEKEND,2018-10-13T04:00:00.000+00:00,2018-10-15T04:00:00.000+00:00,
